_1.365,_0.7588,0.33435,1.716,0.18766,0.1467,0.3831,0.8449,_0.7469,0.9075,_1.864,2.154,_0.0745,_1.577,2.266,_0.1606,1.223,_0.2062,_0.26448,2.425,4.235,_0.2423,_1.988,1.611,_0.9822,_2.336,_0.7156,_0.6364,1.891,_0.4032,_0.3697
0.5503,_0.425,0.0882,_0.7962,_1.387,_0.428,_0.3602,1.563,_2.053,_0.7184,2.049,0.5093,2.282,0.9185,1.25,2.297,1.478,0.3626,_1.299,_0.8502,_0.4346,0.9158,_0.7119,_0.4197,0.0666,0.1606,0.079,_0.5806,0.0081,0.1355,_0.2255
_1.067,_0.298,_0.2059,0.1294,_1.017,_0.1301,0.5283,0.1129,_1.171,0.3363,1.374,_1.178,4.369,2.333,1.242,5.233,2.494,0.2152,_1.633,_0.8936,_3.541,_0.6544,_0.7062,_0.1422,0.1191,0.1627,0.3063,0.411,0.0484,1.304,0.526
_0.2433,0.1016,0.64231,0.4055,_0.2621,1.209,0.0244,_0.2363,0.24587,0.0315,_0.1616,1.061,0.567,1.672,1.161,1.45,_1.101,_0.5355,_0.5375,0.4339,0.7546,_0.9277,_1.032,0.06001,1.167,_0.2647,0.7448,0.8318,_0.5397,_0.1379,_0.327
0.9557,0.6665,_0.7732,0.4448,_0.8403,_0.1597,_0.5214,0.5844,0.1681,0.3481,0.7057,0.156244444444444,1.115,1.229,0.3858,1.939,0.3693,0.1699,_1.645,0.5824,0.553,_1.75,_1.222,_0.887,0.5083,_0.035,0.4697,0.0086,_0.003,_0.3403,0.3569
_2.234,_0.873,_0.268055555555556,_0.5068,0.5144,_0.0063,_0.1881,_0.334,_0.2153,_0.4434,0.2081,2.72,1.455,1.135,1.634,1.368,1.30347777777778,0.0541,0.6423,0.1268,_2.386,_0.830533333333333,_1.82,_1.104,_0.40246,_0.7031,_0.16861,0.265588888888889,_1.26,_0.74905,0.9143
_1.153,_0.2681,_0.8068,_0.1581,0.024,_0.5947,_0.5522,_0.6515,_2.222,0.3985,1.22827,2.564,0.5136,1.362,0.6394,1.477,1.452,0.6911,1.399,1.154,_0.0509777777777778,_0.7894,_1.232,0.0528,_0.11852,_0.3667,_0.4161,0.738,0.5416,_1.26,_0.9964
_0.276,0.5248,0.0673,0.7229,_0.0193,_1.307,_1.777,_1.577,_1.275,_0.9892,1.375,1.795,2.284,1.748,0.0458,0.9874,_0.0126,_0.3146,0.9891,0.1174,0.8438,0.2689,_0.127,0.03833,_2.01,_0.3006,_0.1347,0.9122,0.0871111111111111,0.3683,_0.247
1.284,0.0688,0.4763,_1.059,_0.5519,_1.562,_1.971,_1.309,_2.488,_0.6145,1.183,_0.0879,1.589,1.628,0.1373,1.357,1.183,_0.348,_0.1863,0.5164,_0.0279,_0.944,0.1518,_0.2536,_0.0998,_0.7774,0.1145,_0.0955,_0.19078,_0.0043,_0.0525
0.5654,_0.1831,0.254,_0.0611,_0.0701,_0.5182,_0.2907,0.1779,_1.01,_0.6324,_0.4092,_0.2613,2.234,1.738,0.3317,_0.2034,2.038,_0.5772,_1.017,0.497,_0.6438,0.5989,0.3846,0.01536,_0.927,_0.2876,0.032,0.9486,_0.5126,1.019,0.807
0.1287,_0.5175,_0.6382,_0.9719,_0.0959,_0.2168,_0.2068,_0.1115,_2.598,_0.8152,0.613,0.5262,2.442,2.069,0.3839,0.4877,1.228,_0.3345,0.3072,0.8999,0.0898777777777778,_0.4244,0.0169,_0.374,0.3444,_2.172,_1.778,1.712,_1.066,0.255,0.2208
_0.9983,_0.5502,_0.5724,_0.5697,_0.899416666666667,_0.2009,_0.43332,0.1693,0.2759,_0.7646,1.467,1.491,0.5353,0.4521,_0.251,_0.4094,_0.3401,0.5942,0.467233333333333,_0.7333,0.4138,_0.3807,_0.7984,_0.8865,_1.429,_0.555222222222222,_1.058,0.2928,_0.0892,_0.48704,_2.62
_0.7809,0.1341,_0.1397,0.6274,_0.12503,_0.5555,_0.5662,0.1267,0.3433,_0.7701,2.705,2.526,1.883,1.575,0.1843,0.5926,_0.2749,_0.3288,0.2149,0.0574,0.3887,_0.7514,_0.6525,_1.374,_1.295,_1.399,_1.018,_0.1154,_0.0461,_1.582,_1.236
_1.506,_0.68,_1.339,_0.0687,_0.81091,_1.703,_0.9543,_1.488,_1.34282,_1.813,3.832,0.73729,1.888,2.441,0.4186,1.229,_1.806,_0.2737,1.467,1.953,1.212,0.7823,_0.6214,_0.6674,_0.93357,_0.7208,_1.157,_2.421,_2.744,_0.9681,_0.3713
_0.6932,0.0407,0.7185,0.1844,_0.3418,_0.3089,0.06758,_0.1826,0.2942,_0.0751,0.9791,0.3036,1.607,0.1516,_0.3913,0.1543,0.0419,_0.4472,_0.7984,0.0308,_0.2702,_0.5859,_0.2412,_0.4294,_0.2317,0.0536,0.0576,_0.2825,0.4033,_0.746,_0.4024
_2.14,0.9195,1.081,0.51,_0.35639,_0.9199,_0.2806,_0.482011111111111,_0.43587,_0.0953,1.869,1.349,_0.3481,0.4931,_0.6308,0.2661,_0.057,_0.4167,0.0124,0.4232,0.1546,0.5076,_0.0117,_0.5808,_0.4418,_0.8844,_0.3791,0.09121,0.5488,_0.45905,_1.314
_1.573,0.8967,_0.8149,0.7783,0.0287333333333333,_0.737,_1.382,_0.4252,_0.0592,0.267,2.22,_0.2147,1.811,1.124,_0.2901,0.7894,0.1938,0.3387,1.048,0.0541,_0.0041,0.3047,_0.0997,_1.077,_0.3215,_0.027,0.4047,_1.472,0.4138,_2.386,_1.101
_0.20237,_0.3335,_0.2532,0.2124,_0.8074,_0.9543,_0.119,_0.1365,1.693,0.8853,0.33483,0.7044,3.152,1.107,0.0544,0.5788,0.0452,_0.26657,_0.34527,_0.6701,_0.239755555555556,0.15844,_0.5167,0.0869,_0.6651,_0.3187,1.121,0.46922,0.2358,_2.969,0.5762
_0.5065,_0.1713,0.9944,_0.4317,_0.4023,1.203,0.9557,_0.1667,0.0538,0.2727,0.6562,1.959,0.5609,0.7097,0.524,0.1443,0.2618,0.2814,_0.8427,0.3043,0.4334,1.155,0.32154,_0.9174,0.1151,0.2474,_0.1912,0.518,_0.1117,_1.935,_0.7567
_0.2253,0.1131,0.9299,_0.567,_0.643,0.6933,_0.2991,0.3521,0.0457,_0.0349,0.9223,5.142,_0.64,_0.412,0.0137,0.3454,_0.1137,_0.8844,0.1464,0.2169,0.0476,0.1017,_1.152,_0.5621,_0.0348,0.0564,0.4579,1.07,_0.0705,_0.779,_0.6575
_0.30261,_1.105,0.2221,_1.996,_0.31352,_0.5372,0.0627,_0.4648,2.138,_0.4343,2.177,3.869,0.1653,0.2692,0.0591,2.422,0.54486,0.3902,_0.1506,0.5574,0.14826,0.0174888888888888,0.3171,_0.4862,_0.07363,0.3161,0.15051,_0.2993,0.7213,_0.400375,0.3152
_0.8837,_0.88,0.19071,_1.146,_0.6169,0.0929,_0.6496,0.1077,_0.2205,_0.4764,1.06,3.378,0.1976,0.8682,0.0673,2.572,0.3812,_0.082,_0.6317,0.7243,0.8101,0.4181,_0.2285,_0.5259,_0.14142,_0.3935,_0.8609,_0.6666,0.2379,_0.2842,_0.664
_0.2606,_0.1027,0.6048,0.6871,0.0155,1.416,0.1188,0.4974,1.497,0.0555,0.9023,2.53,_0.0397,1.236,1.094,1.007,0.004,_0.2679,0.525,0.0471,_0.5395,1.887,_0.76705,_1.191,_0.2445,_4.45,_1.793,_1.643,_0.87122,_1.472,0.3377
_1.14,_0.7297,0.2093,_3.1,_0.8054,1.07,0.8306,0.4868,2.35,1.365,0.6306,3.272,0.5413,1.447,2.651,1.564,0.5169,0.0969,0.9075,0.2266,_0.5447,2.692,0.4419,_1.479,_1.328,_1.615,_1.931,_1.91,_1.419,_2.128,_0.9663
0.1481,_0.4102,_0.9174,_0.8035,_0.7052,_1.343,0.2586,_0.3152,0.1533,_0.5782,1.843,0.2927,0.8815,1.208,_0.6803,_0.0143,3.472,0.723,_0.2145,0.593,0.7126,_0.1914,_0.4008,0.3116,_0.3525,_0.0448,_0.9135,_0.1175,_0.4887,_0.8818,_0.1793
_0.6214,_0.7812,_1.35,_0.9822,_0.5391,_1.706,_0.8959,_0.5804,0.3376,_0.1974,0.9798,0.0473,2.409,2.359,0.1799,0.409,5.118,_0.2349,1.924,_0.6846,_0.0789,_0.7906,_1.166,_0.1531,_2.028,_0.2259,_0.9139,_1.326,_1.595,0.2889,_0.4142
2.204,_0.8372,_1.732,_0.4195,0.6066,0.2384,_0.0525,0.754,1.988,1.552,1.646,2.799,2.372,2.06,0.0904,0.9724,1.925,0.4751,_1.38,_1.005,_0.1212,_0.0797,0.1223,_1.136,_0.9396,_0.42836,_0.2279,_2.427,_0.0927,_0.4702,_0.7216
_0.462,_0.2448,0.0561,0.4851,1.272,_0.8905,_0.7078,1.62,_0.40912,_1.097,0.7408,1.396,2.508,2.538,0.7333,1.231,0.2052,_0.5692,0.271,_1.585,_1.024,_0.2457,0.8168,_0.6051,0.4156,_1.47,0.4135,0.4799,0.1854,0.087825,_0.2298
_1.877,_0.7214,_0.3501,_0.2,_0.1024,0.3297,_0.777,0.6086,0.7369,_0.2105,0.82155,2.378,2.402,2.121,_0.3334,1.069,1.159,_0.46145,0.268,_0.6234,_0.142866666666667,_0.2377,0.6962,_0.1192,_0.6449,_0.4101,0.185,0.6411,0.9067,0.2121,_0.1505
_0.3101,_0.079,_1.201,1.092,0.674,0.7058,_1.335,0.6301,0.9083,0.4084,0.2599,5.575,1.522,1.568,_0.3648,0.8555,0.95212,_0.9103,_0.8108,_0.3068,_0.6647,_1.711,_0.51,_0.0843,_0.4807,_2.182,_0.3161,_0.3501,_0.9952,_0.716255555555555,_1.336
_0.9489,_0.593,_2.348,_2.606,_0.8571,_0.0387,_1.543,_0.8189,_0.3876,_1.162,_0.3103,1.585,1.812,1.928,1.042,_1.156,3.656,0.5532,_0.6081,1.464,_0.6792,_0.9853,1.196,_0.2629,_0.0457,0.0113,1.887,0.2853,_1.026,_1.646,_2.061
_0.8653,_0.5286,_0.4799,_0.5793,_0.22679,0.3079,_0.7637,0.1995,_1.182,_1.038,1.064,0.2871,0.5493,0.1667,0.859,0.1742,1.491,0.0822,0.2847,0.3908,_0.2122,_0.6647,0.6193,_0.6272,0.0973,_0.5171,_0.1665,0.7911,0.0054,_0.7552,_0.4484
_0.1902,0.8342,0.8047,_1.044,_1.201,0.2582,_0.6435,0.2115,_0.3598,_0.6269,2.427,1.567,1.512,0.7232,_0.1784,0.5379,2.608,_0.8414,_1.136,_0.0448,_2.206,_0.279,0.497,_0.7222,1.285,_0.1612,_0.244,_0.3284,_0.3546,_0.3895,_1.623
0.7495,_0.588,0.0292,_0.9776,_0.0859,_0.435,_0.4248,0.5294,_0.2523,_0.7514,1.589,0.4463,1.332,1.308,0.4955,_0.2051,3.482,_0.9397,_0.5008,_0.5873,_1.115,0.3286,_0.1293,_0.5439,0.65,_0.0419,0.1032,_0.231,1.026,_1.212,_0.2353
1.318,_0.321,_0.3884,1.501,_0.454,_0.7122,_2.132,0.5041,_0.5951,_1.429,1.517,2.402,3.628,3.984,2.194,3.225,2.876,_1.627,_1.072,0.1339,_2.615,_3.317,1.262,0.2219,_0.6912,_0.296,1.6,_0.0492,_1.04,_2.418,_2.206
_0.8093,_0.9745,_2.176,0.4747,_0.2915,_0.8,_1.244,2.823,0.0616,_0.3971,4.148,0.9152,3.932,4.442,0.9311,3.009,5.338,_0.7626,_0.9258,_0.5438,_7.885,_1.938,2.036,_1.153,_1.626,_1.002,_1.393,_1.227,_2.706,_0.0787,_0.4138
_1.234,_1.381,_3.5,_1.308,_0.329744444444444,_1.055,_0.74943,0.6998,_0.4481,_1.168,2.988,1.65,1.22521,2.454,1.488,2.329,1.443,_0.5287,_0.16464,2.399,_1.015,_1.819,1.601,_0.2533,0.6282,_0.9767,0.6245,_1.299,_1.463,_1.109,_2.31
_1.845,_3.038,_3.327,_0.4347,0.5983,_1.682,_2.477,0.6263,1.014,_1.863,3.647,0.8626,2.966,2.192,1.855,1.29,2.133,_0.8873,3.098,2.386,_1.924,_2.832,1.22,_0.6001,_0.3735,_1.807,1.036,_3.645,_1.731,_1.04397,_1.701
_0.5658,_1.39,_1.04,3.669,_1.177,_0.5181,_1.128,0.6533,_2.261,_1.216,0.2253,3.044,4.43,3.993,_1.895,1.286,7.023,_1.034,5.851,_1.709,_1.287,_1.579,0.03647,_0.8411,_0.2083,_1.736,_0.6024,0.0724,_0.5967,_2.289,_0.4753
_0.0158,0.147,0.6369,0.8483,_0.266,_0.1868,0.4439,_0.4179,_0.8258,_1.473,1.603,0.595733333333333,1.177,1.519,_0.6082,_0.0877,2.891,_0.1184,1.655,_0.3961,_0.5228,_0.6225,_0.3891,_0.1298,_0.12,0.1943,_0.5286,0.1456,0.1548,_0.7827,_0.0173
_0.9629,_0.9442,0.21841,_1.066,_1.044,_0.9485,_0.6932,0.13895,_0.876466666666667,_1.508,1.304,5.053,1.781,2.488,0.1632,_1.962,6.509,_1.491,2.553,0.5327,_0.0628,_0.1369,_1.657,_0.58,0.1431,_0.1898125,_0.4167,_0.4925,0.07013,_3.017,_1.274
_1.399,_0.1252,_0.2931,_0.0125,0.0044,0.0642,0.7792,_0.2466,_1.081,_0.0095,0.513,3.518,1.139,1.294,0.2639,_0.6025,4.372,_0.7982,1.423,_0.2388,_0.6019,_0.4395,_0.5197,_0.6098,_0.6928,_0.7212,_0.6065,_0.4214,_1.015,_0.8902,0.0872
_1.053,_0.6957,_0.4398,0.9048,_0.41823,_0.3098,_0.6038,_0.874,_3.491,_1.283,0.5121,2.283,1.41,1.562,0.2729,_0.5672,6.161,0.7434,0.10441,1.615,1.671,_0.9299,_0.408,_0.7102,_0.4886,_1.002,0.4932,_0.1045,_1.698,0.73,1.343
_0.3272,0.1759,_0.1549,0.5233,_0.5455,0.4127,0.0746,_0.376,_2.066,_0.2833,0.3871,2.189,1.347,1.11,0.7782,0.8088,2.208,_0.3742,_1.138,0.3374,0.5497,_0.4942,0.2185,0.0931,0.3062,_0.507,_0.0779,_0.0063,_0.1627,_0.3448,_0.3159
_0.4928,_0.4269,_0.152,0.7562,_0.7624,0.6473,_0.5983,_0.1293,_0.637,_1.212,4.148,3.357,0.3872,0.3423,0.0431,_0.3739,_0.5326,0.3556,_0.1967,0.8074,_0.6402,_1.289,_0.3332,1.295,_0.9944,_0.9935,_0.2473,_0.213,_0.9235,_1.219,0.3179
0.7042,1.421,1.214,_0.5403,0.287,_0.2598,_1.29,_0.1128,0.19393,_0.2142,4.436,3.352,1.381,0.2799,_1.242,_0.2135,_0.6925,_0.5562,_0.671,_0.7187,_1.276,_0.5907,_0.2967,_0.6431,1.082,0.02393,_0.8556,_1.262,_0.08298,_2.788,_1.557
_0.2799,0.0682,0.6701,_0.4556,_0.9234,_0.7892,_0.4911,_0.0282,_1.139,_0.1062,3.522,2.069,1.296,1.159,_0.2961,0.1354,0.4969,0.0035,0.4845,_0.0461,_0.2232,_0.2783,0.2016,_0.1802,_0.74,_0.3752,_0.3556,0.7171,_0.3524,_0.4887,_0.13
_0.0087,_0.1627,_0.4157,_0.1901,0.0372,_0.9,_1.173,_2.285,0.3709,_1.326,4.436,2.264,0.8342,1.546,_0.4037,_0.2099,0.2248,_0.7931,_0.6878,_0.194,_0.276333333333333,_0.752,2.902,_0.0841,0.21449,_1.592,0.8844,0.5762,_0.4659,_2.862,0.4423
_1.087,_0.2995,_0.7863,_1.209,_0.420933333333333,_2.002,_0.5591,1.262,_0.30828,_0.3887,2.685,1.145,1.683,1.248,1.52,_0.5409,1.104,_0.9281,_0.3136,_0.2732,0.4383,_1.767,_0.6233,0.3588,0.5154,0.4757,1.372,1.997,0.9843,0.0738333333333333,0.44137
_0.5282,0.0781,0.3298,_1.379,0.1323,0.9582,0.5536,1.124,_0.7744,0.475,6.344,3.74,3.413,3.759,0.4178,_2.848,3.106,_1.028,0.8955,_1.317,_0.32678,_2.056,_1.621,_0.9576,1.618,_1.165,0.653,1.54,1.359,_2.626,_0.8161
0.5968,_0.2637,_0.2161,0.1555,_0.136733333333333,_0.2713,0.2841,0.1601,0.1833,_0.3012,2.283,1.321,1.532,1.249,0.5757,0.1329,0.536,_0.2288,0.3137,0.00634999999999998,_0.6881,_0.7789,0.5024,_0.5022,0.5115,_0.8668,_0.8798,_0.0986,_0.0802,_0.3891,_0.1587
0.2984,_0.0797,0.4523,_1.364,_0.4952,_0.8028,_0.7914,_0.9347,_1.126,_1.508,1.514,0.8821,1.861,1.348,0.3395,0.1661,3.142,0.1025,_0.5545,1.053,0.8428,_0.3811,1.989,0.9212,0.21657,_0.1752,_0.293,0.7432,1.291,0.21378,0.8703
_0.7495,_0.1975,0.7494,_0.4883,_0.8107,_0.3336,_0.5754,_0.9365,_0.6411,_0.3269,1.879,0.9737,1.341,1.761,_0.3756,0.5018,_0.3045,_0.7273,_0.2683,0.9367,_0.0899,_0.0731,0.848,0.5946,_0.0228,_0.0371,0.2752,_0.0503,0.0131,0.1367,0.6603
_0.367811111111111,_0.0747,_0.271,_0.7216,_1.13,_0.7066,_0.1233,_0.1195,_0.50363,_0.2525,1.692,1.049,0.69127,2.253,0.2672,0.276,0.8185,_1.089,_0.4766,_0.2132,_1.00233,0.2778,0.0355,_0.0829,0.2665,_0.484,_0.17658,_0.4284,0.1995,0.37247,1.027
_0.119,0.0742,0.0838,_0.6678,_0.4211,_0.2848,0.0118,_0.4692,_0.1362,_0.4704,2.16,0.3999,2.131,1.72,0.0364,0.7982,1.234,0.0137,_0.0074,0.1904,0.3254,_0.7744,0.1664,_0.0885,0.3005,_0.2961,_0.2367,_0.5248,0.0489,_2.065,_0.44164
0.0455,0.7571,1.258,0.09728,_0.8153,_0.1152,0.4726,_1.411,_0.8042,0.0662,1.913,1.152,2.005,1.964,0.9299,1.625,_0.0328,0.5972,0.3995,_0.5188,0.157,_1.377,_0.1037,0.4577,_0.3748,0.1046,0.1944,0.9457,_0.2892,_1.567,0.9847
_2.423,_0.3801,0.0175,0.1885,_0.3107,_0.9376,_1.004,_0.3533,_1.254,_0.4461,1.532,0.0031,1.704,1.847,1.523,1.844,0.646,0.4725,_0.1462,0.7618,0.4322,_0.6016,1.052,0.0209,_0.8304,0.0824,0.7815,0.3559,0.1114,0.028,0.4107
_0.3709,_0.6251,_0.5308,0.1072,_0.7769,_0.075,_0.8156,0.1141,_0.2066,0.0151,_0.6539,0.7165,1.654,1.081,_0.1551,0.1068,1.602,0.1276,_1.018,_0.0855,0.5342,0.1312,1.039,_0.2933,_0.153,_0.1045,_0.2084,_0.7642,_0.4354,_0.0093,_0.3132
_0.0912,_0.03,_0.131,0.1873,_0.3846,0.0947,_0.0753,_0.1826,_0.2419,_0.1322,1.031,0.3674,1.779,1.445,_0.4896,0.2536,1.916,_0.3789,_0.8788,_0.3273,_0.5632,_0.5278,0.3248,_0.4128,0.3626,_0.0221,_0.6741,_0.4141,_0.3645,_0.0183,_0.2412
_0.8079,_0.2079,0.40118,1.957,_0.14311,_0.4159,0.0061,_0.7419,0.0603,_0.4158,1.979,3.652,0.96294,2.659,_2,0.1276,2.397,_1.511,_0.33994,_0.1528,_0.6489,_0.5115,0.2621,1.346,0.4685,_1.473,_0.832,2.735,0.3995,_1.602,_3.231
_1.077,_0.4042,_1.718,2.144,_0.2649,_0.1395,_0.6794,_0.2837,1.129,0.0828,3.115,2.544,3.835,3.526,_1.341,_0.6034,3.572,_1.296,_1.733,_0.5831,_0.9761,_1.001,0.9145,_0.23752,0.1516,_1.014,0.0812,_1.453,0.18256,_1.931,_3.368
_0.285,_0.1956,_0.0294,1.399,0.7258,1.273,1.161,0.8734,_0.5154,_0.7341,0.5596,1.312,1.963,1.582,_1.241,_0.0539,0.7124,_0.5846,0.0043,_0.3336,_0.4846,_0.7223,0.2947,_0.3528,_0.4266,_1.003,_0.6154,_0.8079,0.3106,_0.9426,_0.8711
0.7157,_0.7763,_0.962,_0.2705,_0.00349,_0.0596,_0.1731,0.5086,1.809,1.787,0.8763,1.446,1.74,2.272,0.2591,0.2498,0.5489,_0.5429,_1.218,_0.0509,_0.1459,_0.1113,1.179,_1.318,_0.02355,_0.1542,_0.8555,_0.61821,0.6141,_1.502,_1.686
0.2577,1.294,2.849,_0.5584,0.0518,_0.6432,_0.7184,1.355,_1.428,_0.3164,1.745,1.386,2.199,2.589,0.5977,_0.1171,2.707,_1.021,_0.5663,0.5002,0.3323,_0.7854,_0.6983,_0.4063,_0.8081,_0.0387333333333333,_1.7,_1.061,_0.8138,_1.285,_1.119
_0.104,1.681,1.746,_0.5511,_0.2915,_1.108,_0.8722,_0.0097,_0.035,_0.6655,0.2136,0.036,1.486,1.891,0.4348,0.5316,0.8499,_0.5638,0.2689,_0.025,_0.3973,_0.7971,_0.8945,_0.3072,0.2336,_0.1285,_1.101,_0.7833,_0.5755,_0.6475,_0.5818
_0.1452,_1.286,_1.387,0.23808,_0.4698,_0.3393,_0.6386,1.456,2.273,1.422,0.225,1.052,1.145,0.52,_0.366,0.0319,1.101,1.53,_0.0354,_0.6318,_0.7926,_0.9593,0.24534,_1.024,_0.269733333333333,_0.5356,_1.129,_1.248,_1.768,0.4707,_0.1274
0.0434,_2.291,_0.8107,0.7928,_1.499,0.2848,_0.5305,2.145,2.638,0.9523,1.145,2.423,0.5346,1.24,_0.3322,_0.0468,1.217,0.3663,_1.008,_0.3626,_1.358,_0.1952,_0.3952,_1.125,_1.704,0.4809,_2.693,_1.034,_1.666,_0.136222222222222,0.5679
0.0257,_0.3954,_0.117,1.921,0.6016,0.588,0.3342,0.1349,1.913,1.153,0.0256,0.1131,0.3901,1.923,0.9714,0.7653,1.167,1.099,_0.5968,_0.5079,0.709,_0.3531,_1.712,0.2599,_3.674,_2.033,_2.638,_3.441,_1.899,1.476,1.469
_0.6382,_0.7947,_0.093,2.33,0.4935,0.2395,0.0751,_0.2069,1.851,0.7279,0.1426,0.7716,1.941,1.965,0.0442,0.7079,1.214,0.4873,_0.8005,_0.7347,0.5567,_0.3894,_0.4529,0.1437,_2.024,_1.385,_2.133,_2.846,_1.129,1.76,2.092
_0.0254,_0.307,_1.818,1.799,0.0114,0.0915,0.1308,_0.0647,1.474,1.621,_0.1322,_1.418,1.312,1.416,0.4586,0.5613,0.885,1.34,_0.5134,_0.5311,0.7396,_0.4052,_1.076,0.547,_1.017,_1.427,_2.436,_2.64,_1.909,1.114,1.036
0.877,0.0565,_0.1342,0.6781,_0.0539,_0.9566,0.00808888888888884,0.5181,0.6713,0.0516,2.549,0.8038,2.36,2.717,0.769,1.296,0.1269,_0.3382,_0.1798,_1.232,_0.2294,_0.8776,0.7983,_1.398,_0.8963375,_2.012,_1.614,_0.6621,_1.148,_0.35205,_0.0745
1.775,0.3634,0.8578,1.35,1.327,_2.981,_2.902,_1.175,1.018,_0.6878,2.246,1.088,2.441,2.31,1.13,0.7029,0.5356,_0.2154,_1.12,_0.9549,_0.2609,0.6406,_1.428,_0.5162,_1.63,_1.669,_1.467,0.1038,0.0865,0.6002,0.3379
_0.0599,0.5755,_0.1686,0.3925,0.3627,_2.935,_0.9663,_0.5984,1.153,0.4854,1.342,0.6536,2.264,3.021,0.0587,_0.2801,1.794,_0.3862,0.3253,_0.6294,_0.7185,_0.3974,_1.328,_0.6958,_0.2593,_0.8928,_1.51,_0.5429,_0.8071,_0.4276,1.076
0.0086,0.4779,0.6873,0.4927,0.0155,_0.5056,_0.5933,_0.3434,0.1318,0.3918,0.9461,1.13,0.7701,2.796,_0.2676,_0.0205,1.23,_0.5028,_0.70469,_0.5356,_0.6317,_0.1856,_0.0897,_0.1534,_0.1302,_0.07932,_0.4044,_0.3596,_0.5308,_0.2957,0.45843
_0.3443,0.0201,0.0924,0.4839,0.6977,_0.7678,_0.819,_0.0758,_0.0111,1.249,1.161,0.9297,2.379,2.615,_0.0418,_0.3041,1.188,_0.3849,_1.104,_0.7893,_0.8947,_1.21,_0.1064,_0.1047,_1.306,_0.6787,_0.5323,_0.7565,0.3398,_0.1398,0.4999
_1.337,_0.3079,_1.222,_0.8182,_0.434,_0.524,_1.251,_1.014,2.715,_0.3369,_0.3643,1.234,2.675,2.135,0.1725,0.7888,0.7286,_0.61,1.355,0.0769,_0.4213,0.474,0.8175,_0.0929,_0.913666666666667,_0.9984,_1.242,_0.3078,0.6922,_0.4664,_1.403
_1.716,_0.4813,_0.2232,_0.4795,0.0635,_0.6214,_0.4455,_1.705,3.312,1.26,_0.1978,0.4404,3.508,2.83,_0.1836,0.6735,0.9759,_0.525,_0.5638,_0.51,_0.183,0.3339,1.15,_0.3147,_3.142,_1.102,_1.244,_0.3357,_0.5911,0.0135,_0.1964
_0.5959,_0.6477,_0.1675,_1.38,0.4115,_0.7495,_0.5192,_0.7955,2.083,2.501,_0.9229,0.3528,1.102,1.757,0.8088,0.4607,0.9947,_0.2598,0.0366,_0.4717,_0.0708,0.2443,1.045,_0.6324,_3.107,_1.146,_1.026,_0.6408,_0.2483,_0.006,0.0266
0.0287,0.0826,_0.1282,_0.5619,_0.249966666666667,_0.7868,_1.417,_0.2615,1.592,1.635,_1.137,1.986,1.48265555555556,2.799,1.434,0.1677,0.5976,2.546,0.0100555555555555,_0.7701,_1.157,_1.244,0.6869,0.796,_1.866,_2.832,_0.838,_0.1675,_2.336,0.415,0.4008
0.3952,0.0475,_0.8169,0.07935,_0.5855,_0.7581,_0.6701,_0.9349,1.22,1.603,_0.5182,1.52,2.155,2.535,0.1124,_0.3094,0.6346,_0.7807,0.7103,_0.8661,_0.2083,_1.149,1.156,0.3756,_1.55231111111111,_1.853,_1.319,_0.4805,_0.57598,_0.131133333333333,_0.3895
0.2107,0.0301,_0.3256,_0.4752,_0.9338,_0.7203,_1.224,_1.251,1.546,2.35,_1.218,1.875,3.046,2.299,1.286,_0.0381,0.4849,_0.5157,1.615,_1.092,_0.9479,_1.36,0.68,0.9467,_1.822,_2.654,_1.387,_0.8973,_2.157,0.26,_0.0854
_0.8044,_0.8756,_0.183133333333333,_1.143,_0.129775,_0.6738,_0.1959,_0.432,1.431,_0.1108,1.571,1.603,1.24618,2.081,0.3064,0.9612,0.8152,1.073,_0.47363,_0.126,0.211,_1.13,0.6144,_0.2209,_1.577,_0.8453,_1.342,_1.021,_0.8076,0.9598,0.4328
_0.854,_1.209,_0.5429,0.1747,_0.7126,_0.3395,_0.0817,_0.339,1.043,_0.0245,1.06,0.64233,1.619,1.496,0.2703,1.042,0.4958,_0.3136,_1.193,0.0641,_0.8497,_0.5514,0.2925,_0.0875,_1.098,0.1027,_0.9047,_0.7216,_0.9238,0.7586,0.815
_0.7512,_2.249,_1.064,_0.3456,_0.41737,_1.289,_1.618,_0.6128,0.9306,_0.9899,2.516,1.764,2.052,1.703,0.4075,1.655,0.8821,_0.1034,_1.658,0.6179,0.0538,0.8137,2.3,_0.5762,_2.011,_1.323,_1.36,_2.459,_2.777,1.633,1.168
0.0255,_1.766,_1.717,_0.2992,_0.8784,_1.402,_1.806,_0.8954,0.5031,_0.9566,2.395,1.453,1.75,1.803,0.2815,1.725,0.8164,1.189,_0.14344,0.6919,0.1489,0.6968,1.549,_1.02,_4.394,_1.842,_2.119,_3.162,_2.788,0.8963,0.2193
_1,_0.7707,_0.4395,_0.38133,_1.12,_0.341,_0.23,_0.3408,_0.6107,0.7401,0.4793,2.141,0.5103,1.531,0.1503,2.529,0.4997,_0.3594,_0.7101,0.1294,0.5596,0.1196,0.6408,0.5705,_0.7192,_1.799,_1.281,_0.6709,_1.739,_0.0688888888888889,_0.7094
